0.940296925,0.206256628,0.18288,0.470909091,0.384375
0.265217391,0.188441145,0.151308017,0.536363636,0.378125
0.452173913,0.327359491,0.181012658,0.536363636,0.465625
0.386956522,0.241675504,0.160759494,0.681818182,0.525
0.4,0.229374337,0.161434599,0.609090909,0.51875
0.560869565,0.485790032,0.203291139,0.245454545,0.4
0.543478261,0.344326617,0.181012658,0.681818182,0.55625
0.560869565,0.427465536,0.198565401,0.609090909,0.578125
0.526086957,0.602014846,0.19721519,0.536363636,0.5625
0.62173913,0.441251326,0.220843882,0.245454545,0.409375
0.560869565,0.391622481,0.208016878,0.245454545,0.38125
0.517391304,0.427253446,0.208016878,0.1,0.3625
0.352173913,0.223223754,0.168185654,0.390909091,0.41875
0.360869565,0.244220573,0.172236287,0.390909091,0.46875
0.4,0.222587487,0.170886076,0.390909091,0.475
0.391304348,0.244432662,0.172236287,0.390909091,0.459375
0.526086957,0.720148462,0.193839662,0.536363636,0.621875
0.365217391,0.377836691,0.16278481,0.536363636,0.525
0.886956522,0.57592789,0.249198312,0.318181818,0.728125
0.643478261,0.479851538,0.201265823,0.536363636,0.725
0.691304348,0.520996819,0.208016878,0.463636364,0.9
0.734782609,0.761930011,0.237721519,0.1,0.478125
0.769565217,0.9,0.220168776,0.390909091,0.5875
0.413043478,0.482820785,0.167510549,0.463636364,0.578125
0.539130435,0.374019088,0.194514768,0.463636364,0.5875
0.865217391,0.520360551,0.251223629,0.172727273,0.60625
0.804347826,0.537963945,0.241097046,0.245454545,0.5875
0.72173913,0.803075292,0.224894515,0.318181818,0.584375
0.486956522,0.376776246,0.171561181,0.609090909,0.628125
0.57826087,0.374231177,0.190464135,0.536363636,0.68125
0.630434783,0.352598091,0.190464135,0.536363636,0.7125
0.852173913,0.574443266,0.242447257,0.390909091,0.709375
0.8,0.770837752,0.235021097,0.463636364,0.70625
0.717391304,0.584199364,0.218818565,0.609090909,0.81875
0.713043478,0.483457052,0.208016878,0.609090909,0.784375
0.673913043,0.450795334,0.208016878,0.609090909,0.73125
0.343478261,0.369777306,0.166835443,0.463636364,0.4125
0.360869565,0.545599152,0.154683544,0.536363636,0.425
0.343478261,0.509331919,0.140506329,0.681818182,0.45625
0.256521739,0.19204666,0.13443038,0.536363636,0.3625
0.273913043,0.203075292,0.139156118,0.536363636,0.384375
0.617391304,0.458006363,0.206666667,0.463636364,0.534375
0.560869565,0.60795334,0.187763713,0.463636364,0.51875
0.447826087,0.621102863,0.168860759,0.609090909,0.5875
0.360869565,0.277518558,0.158059072,0.536363636,0.49375
0.439130435,0.303181336,0.18288,0.519575,0.521875
0.643478261,0.561081654,0.212067511,0.463636364,0.49375
0.630434783,0.457370095,0.213417722,0.318181818,0.4875
0.382608696,0.339660657,0.158734177,0.609090909,0.546875
0.413043478,0.393531283,0.158734177,0.609090909,0.5875
0.57826087,0.534782609,0.195864979,0.609090909,0.596875
0.77826087,0.410498409,0.220843882,0.754545455,0.725
0.786956522,0.431707317,0.220168776,0.754545455,0.74375
0.891304348,0.448250265,0.228945148,0.827272727,0.85
0.691304348,0.32757158,0.194514768,0.9,0.78125
0.691304348,0.317179215,0.195189873,0.9,0.78125
0.595652174,0.339660657,0.177637131,0.827272727,0.778125
0.652173913,0.458854719,0.209367089,0.609090909,0.646875
0.67826087,0.477306469,0.222194093,0.463636364,0.5625
0.734782609,0.46097561,0.223544304,0.681818182,0.63125
0.582608696,0.384623542,0.187763713,0.9,0.703125
0.569565217,0.324178155,0.185738397,0.754545455,0.65
0.595652174,0.396288441,0.19721519,0.754545455,0.68125
0.5,0.404984093,0.181687764,0.536363636,0.48125
0.5,0.660551432,0.187763713,0.609090909,0.490625
0.373913043,0.539660657,0.144556962,0.754545455,0.559375
0.382608696,0.130965005,0.151983122,0.681818182,0.49375
0.391304348,0.302120891,0.158059072,0.609090909,0.496875
0.491304348,0.526086957,0.195864979,0.390909091,0.41875
0.456521739,0.432343584,0.185063291,0.318181818,0.39375
0.343478261,0.341993637,0.160084388,0.609090909,0.496875
0.308695652,0.383775186,0.154008439,0.609090909,0.478125
0.42173913,0.4126193,0.172236287,0.536363636,0.521875
0.726086957,0.534782609,0.220843882,0.463636364,0.584375
0.734782609,0.668398727,0.228270042,0.463636364,0.65
0.717391304,0.726935313,0.208016878,0.754545455,0.646875
0.526086957,0.502120891,0.177637131,0.754545455,0.59375
0.62173913,0.354082715,0.194514768,0.609090909,0.61875
0.826086957,0.56892895,0.233670886,0.536363636,0.68125
0.808695652,0.652492047,0.226244726,0.463636364,0.59375
0.82173913,0.825132556,0.227594937,0.754545455,0.76875
0.734782609,0.559597031,0.214767932,0.681818182,0.725
0.673913043,0.536479321,0.194514768,0.754545455,0.68125
0.604347826,0.566171792,0.199915612,0.536363636,0.5625
0.643478261,0.646765642,0.213417722,0.463636364,0.521875
0.534782609,0.596288441,0.18371308,0.754545455,0.634375
0.513043478,0.516755037,0.18371308,0.609090909,0.584375
0.495652174,0.437645811,0.187763713,0.245454545,0.3875
0.560869565,0.498303287,0.20464135,0.245454545,0.4625
0.273913043,0.341993637,0.147932489,0.536363636,0.465625
0.382608696,0.360233298,0.168860759,0.390909091,0.45
0.334782609,0.322269353,0.156033755,0.463636364,0.45
0.708695652,0.450795334,0.214092827,0.463636364,0.5875
0.552173913,0.308271474,0.182362869,0.609090909,0.59375
0.539130435,0.300424178,0.175611814,0.609090909,0.61875
0.72173913,0.492364793,0.213417722,0.609090909,0.659375
0.669565217,0.494061506,0.2107173,0.536363636,0.6375
0.569565217,0.340509014,0.184388186,0.754545455,0.6625
0.495652174,0.390986214,0.172911392,0.681818182,0.65625
0.647826087,0.584411453,0.212742616,0.463636364,0.571875
0.504347826,0.681972428,0.189113924,0.754545455,0.66875
0.395652174,0.202226935,0.154008439,0.609090909,0.521875
0.504347826,0.508483563,0.189113924,0.318181818,0.45625
0.473913043,0.502969247,0.183037975,0.390909091,0.46875
0.395652174,0.384623542,0.16278481,0.536363636,0.528125
0.417391304,0.380805938,0.166835443,0.609090909,0.565625
0.786956522,0.505302227,0.228270042,0.645454545,0.70625
0.830434783,0.496182397,0.239746835,0.536363636,0.715625
0.686956522,0.39650053,0.214092827,0.681818182,0.74375
0.62173913,0.404347826,0.19721519,0.754545455,0.703125
0.626086957,0.438706257,0.194514768,0.681818182,0.725
0.87826087,0.39883351,0.229620253,0.827272727,0.803125
0.895652174,0.519936373,0.228945148,0.9,0.84375
0.839130435,0.534358431,0.228270042,0.827272727,0.74375
0.786956522,0.481124072,0.212067511,0.9,0.828125
0.643478261,0.455037116,0.184388186,0.9,0.76875
0.643478261,0.355779427,0.182362869,0.827272727,0.778125
0.691304348,0.478791092,0.222194093,0.463636364,0.621875
0.765217391,0.514422057,0.232320675,0.463636364,0.596875
0.765217391,0.470943796,0.226244726,0.609090909,0.659375
0.630434783,0.371049841,0.187763713,0.681818182,0.728125
0.62173913,0.369777306,0.187088608,0.827272727,0.753125
0.6,0.354506893,0.184388186,0.754545455,0.7125
0.686956522,0.482184517,0.20464135,0.536363636,0.625
0.669565217,0.468610817,0.208016878,0.609090909,0.60625
0.613043478,0.60795334,0.199915612,0.681818182,0.60625
0.604347826,0.518875928,0.18978903,0.827272727,0.69375
0.473913043,0.270731707,0.162109705,0.681818182,0.5875
0.530434783,0.302545069,0.167510549,0.681818182,0.64375
0.552173913,0.281124072,0.17021097,0.754545455,0.68125
0.643478261,0.608589608,0.2107173,0.463636364,0.68125
0.739130435,0.665005302,0.220168776,0.536363636,0.634375
0.77826087,0.476246023,0.223544304,0.536363636,0.68125
0.630434783,0.438918346,0.194514768,0.681818182,0.70625
0.708695652,0.480911983,0.206666667,0.681818182,0.76875
0.786956522,0.388441145,0.226919831,0.681818182,0.7125
0.9,0.406680806,0.253248945,0.681818182,0.75
0.617391304,0.317179215,0.195864979,0.827272727,0.671875
0.634782609,0.322481442,0.183037975,0.827272727,0.74375
0.647826087,0.307847296,0.194514768,0.754545455,0.71875
0.256521739,0.324178155,0.15535865,0.245454545,0.171875
0.3,0.393319194,0.160759494,0.172727273,0.184375
0.365217391,0.383351007,0.175611814,0.172727273,0.175
0.213043478,0.153234358,0.131054852,0.463636364,0.296875
0.247826087,0.192258749,0.135105485,0.536363636,0.3125
0.204347826,0.190349947,0.127004219,0.463636364,0.296875
0.130434783,0.292364793,0.110126582,0.390909091,0.271875
0.247826087,0.283244963,0.132405063,0.463636364,0.284375
0.243478261,0.283457052,0.14185654,0.463636364,0.30625
0.12173913,0.1,0.1,0.390909091,0.2875
0.1,0.186108165,0.1,0.463636364,0.3125
0.2,0.188865323,0.120253165,0.390909091,0.315625
0.230434783,0.215800636,0.136455696,0.463636364,0.315625
0.243478261,0.21495228,0.139831224,0.463636364,0.3125
0.204347826,0.244644751,0.127004219,0.390909091,0.334375
0.256521739,0.309968187,0.154008439,0.245454545,0.24375
0.286956522,0.359172853,0.15535865,0.390909091,0.315625
0.256521739,0.291516437,0.156708861,0.245454545,0.18125
0.256521739,0.302120891,0.156033755,0.172727273,0.18125
0.256521739,0.372534464,0.156708861,0.245454545,0.20625
0.239130435,0.367444327,0.151308017,0.318181818,0.20625
0.169565217,0.231707317,0.140506329,0.390909091,0.2875
0.169565217,0.210922587,0.140506329,0.390909091,0.31875
0.152173913,0.21728526,0.127004219,0.318181818,0.2375
0.213043478,0.218769883,0.150632911,0.1,0.1
0.265217391,0.244220573,0.159409283,0.1,0.125
0.195652174,0.24931071,0.144556962,0.245454545,0.1125
0.108695652,0.166171792,0.120253165,0.318181818,0.225
0.169565217,0.184835631,0.133755274,0.390909091,0.25
0.17826087,0.163414634,0.133755274,0.318181818,0.24375
0.3,0.397136797,0.167510549,0.1,0.171875
0.295652174,0.42173913,0.166160338,0.1,0.178125
0.169565217,0.471792153,0.149957806,0.172727273,0.15
0.195652174,0.341781548,0.127004219,0.318181818,0.24375
0.169565217,0.294061506,0.140506329,0.325454545,0.275
0.126086957,0.251219512,0.132405063,0.245454545,0.253125
0.37826087,0.269247084,0.156708861,0.536363636,0.484375
0.386956522,0.278154825,0.158059072,0.463636364,0.465625
0.482608696,0.394591729,0.175611814,0.390909091,0.471875
0.308695652,0.277306469,0.157383966,0.463636364,0.465625
0.295652174,0.237009544,0.136455696,0.536363636,0.440625
0.304347826,0.180805938,0.140506329,0.609090909,0.515625
0.434782609,0.470519618,0.18371308,0.318181818,0.4
0.456521739,0.338388123,0.184388186,0.318181818,0.4
0.443478261,0.351749735,0.18371308,0.318181818,0.4
0.37826087,0.241887593,0.168185654,0.536363636,0.4625
0.317391304,0.24718982,0.158734177,0.463636364,0.453125
0.317391304,0.281336161,0.157383966,0.463636364,0.4375
